species,common,kingdom,class,lat,lon,date,year,basisOfRecord,datasetName
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Branta canadensis,Canada Goose,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Melospiza melodia,Song Sparrow,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Dumetella carolinensis,Gray Catbird,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-08-07,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-08-10,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-10,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-09,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-09,2011,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2011-08-09,2011,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2011-08-09,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-09,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-08-10,2011,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2011-08-10,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-10,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-10,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2011-08-18,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Spizella passerina,Chipping Sparrow,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2011-08-20,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-24,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-24,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-08-24,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-24,2011,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2011-08-24,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-08-24,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-08-26,2011,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2011-08-26,2011,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2011-08-26,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-26,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-08-26,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Larus delawarensis,Ring-billed Gull,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Chaetura pelagica,Chimney Swift,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2011-08-27,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Troglodytes aedon,Northern House Wren,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-08-29,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-09-03,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-09-03,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-09-03,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-09-08,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-09-08,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-09-08,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-09-08,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Vireo olivaceus,Red-eyed Vireo,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-09-05,2011,HUMAN_OBSERVATION,EBIRD
Bubo virginianus,Great Horned Owl,Animalia,Aves,45.01931,-93.24225,2011-09-07,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-10-26,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-10-26,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-10-26,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-10-26,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-10-26,2011,HUMAN_OBSERVATION,EBIRD
Melanerpes carolinus,Red-bellied Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-10-26,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2011-10-03,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Leuconotopicus villosus,Hairy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2011-11-14,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-11-17,2011,HUMAN_OBSERVATION,EBIRD
Buteo jamaicensis,Red-tailed Hawk,Animalia,Aves,45.01931,-93.24225,2011-11-17,2011,HUMAN_OBSERVATION,EBIRD
Bubo virginianus,Great Horned Owl,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-11-15,2011,HUMAN_OBSERVATION,EBIRD
Bombycilla cedrorum,Cedar Waxwing,Animalia,Aves,45.01931,-93.24225,2011-11-12,2011,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2011-11-12,2011,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2011-11-12,2011,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2011-11-12,2011,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-01-05,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-05,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-01-05,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-01-05,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-01-02,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-02,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-01-02,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-01-02,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-09,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-01-09,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-13,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-01-13,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-01-13,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-01-13,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-01-13,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-01-10,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-01-10,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-01-10,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-01-10,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-01-10,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-08,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-01-06,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-01-06,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-01-06,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-06,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-01-19,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-01-19,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-01-19,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-19,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-01-19,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-01-18,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-01-18,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-01-18,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-01-18,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-01-18,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-02-03,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-02-05,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-02-05,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-02-05,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-02-05,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-02-05,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-02-05,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-03-06,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-03-06,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-03-06,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-03-06,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-03-06,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-03-04,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-03-04,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-03-04,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-03-04,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-03-04,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-03-17,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-03-17,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-03-17,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-03-17,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-03-17,2010,HUMAN_OBSERVATION,EBIRD
Spinus tristis,American Goldfinch,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Cyanocitta cristata,Blue Jay,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-03-31,2010,HUMAN_OBSERVATION,EBIRD
Passer domesticus,House Sparrow,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Junco hyemalis,Dark-eyed Junco,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Quiscalus quiscula,Common Grackle,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Sturnus vulgaris,European Starling,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Poecile atricapillus,Black-capped Chickadee,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Turdus migratorius,American Robin,Animalia,Aves,45.01931,-93.24225,2010-03-28,2010,HUMAN_OBSERVATION,EBIRD
Sitta carolinensis,White-breasted Nuthatch,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Cardinalis cardinalis,Northern Cardinal,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Haemorhous mexicanus,House Finch,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Dryobates pubescens,Downy Woodpecker,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Anas platyrhynchos,Mallard,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
Corvus brachyrhynchos,American Crow,Animalia,Aves,45.01931,-93.24225,2010-03-27,2010,HUMAN_OBSERVATION,EBIRD
